[01:10:56] [Client thread/INFO]: Setting user: Player611
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:04] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:05] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:06] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:07] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:08] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:09] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:10] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:11] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:12] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:13] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:14] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:15] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:16] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:16] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:16] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:16] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:16] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:16] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:16] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:16] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:16] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:16] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:16] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:16] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:16] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
[01:13:16] [Client thread/INFO]: [CHAT] §c[CXClient] §f00000000
